,message,target,source,short
808,"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1,imdb,song explain emotion subject well jay adams unfortunate life subject talk song old man neil young play evoke emotion  
809,Cinematography: The film was shot in an interesting way.  ,1,imdb,cinematography film shoot interesting way  
810,"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1,imdb,course footage 70s grainy enhance film  
811,This film offers many delights and surprises.  ,1,imdb,film offer delight surprise  
812,"When Achille and Philippa beautifully sing a duet from Don Giovanni that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1,imdb,Achille Philippa beautifully sing duet don giovanni perfectly describe situation movie appreciate subtle layer excellent film  
813,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1,imdb,story unfold 18th century Jutland use period music play period instrument fine touch  
814,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1,imdb,share general Loewenhielm exquisite joy partaking cailles en sarcophage watch movie wish small sample savor  
815,But this understated film leaves a lasting impression.  ,1,imdb,understated film leave lasting impression  
816,The warmth it generates is in contrast to its austere backdrop.  ,1,imdb,warmth generate contrast austere backdrop  
817,You will leave the theater wanting to go out and dance under the stars.  ,1,imdb,leave theater want dance star  
818,"The acting, as you'd expect from this cast, is top notch.  ",1,imdb,acting expect cast notch  
819,"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1,imdb,character flesh surprisingly particularly Grimes Blake actor deliver sharply script line right deadpan tongue cheek dialogue hilarious realistic  
820,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1,imdb,angus scrimm turn good performance somewhat brief memorable role gently menacing violin play anatomist doctor Quinn  
821,Conclusion - I loved it.  ,1,imdb,conclusion love  
822,It's a long time since I was so entertained by a movie.  ,1,imdb,long time entertain movie  
823,I struggle to find anything bad to say about it.  ,1,imdb,struggle find bad  
824,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,imdb,Mark word cult film like evil dead Phantasm people discover fall love year line  
825,"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1,imdb,pretty surprising wonderful film Hollywood generally collective head sand concern black white issue time  
826,"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1,imdb,film deserve strong kudo take stand have exceptional acting lesser know cast super intelligent script insult audience easy way come white racism  
827,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,imdb,plus movie modest budget fast running time amazing job  
828,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1,imdb,juano hernandez exceptional actor play support role film era proud black man accuse murder white man South  
829,Trumbull on I LOVE LUCY).  ,1,imdb,trumbull love lucy  
830,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,imdb,kid chance open amazing dialog far race relation come year  
831,See both films if you can.  ,1,imdb,film  
832,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella The Dead.  ",1,imdb,year remind Huston game evince faithful adaptation james joyce acclaimed novella dead  
833,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,imdb,feeling thought Gabriel discomfort dance intangible leap life come viewer grasp Huston portrayal  
834,Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,imdb,disappointed wonder Oscar shortlist  
835,It's very slow.  ,0,imdb,slow  
836,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,imdb,lot hole plot emperor spend year childhood mature age  
837,) Don't waste your time.  ,0,imdb,waste time  
838,End of Days is one of the worst big-budget action movies I've ever seen.  ,0,imdb,end Days bad big budget action movie see  
839,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,imdb,surely know coherent action movie screenwriter air force oblige write script big sum money  
840,This was one of the worst films i have ever seen.  ,0,imdb,bad film see  
841,I'm still trying to get over how bad it was.  ,0,imdb,try bad  
842,This movie is possibly one of the most creative works of horror ever.  ,1,imdb,movie possibly creative work horror  
843,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,imdb,want suspense drama comedy confuse subplot native americans brain eating look end brainsucke movie look  
844," With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",1,imdb,  great sound effect impressive special effect recommend movie  
845,"Call me a nut, but I think this is one of the best movies ever.  ",1,imdb,nut think good movie  
846,Great character actors Telly Savalas and Peter Boyle.  ,1,imdb,great character actor telly savalas peter boyle  
847,"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ",0,imdb,hour minute sheer tedium melodrama horrible acting mess script sink feeling good lord think  
848,Lots of holes in the script.  ,0,imdb,lot hole script  
849,It's like a bad two hour TV movie.  ,0,imdb,like bad hour tv movie  
850,Now imagine that every single one of those decisions was made wrong.  ,0,imdb,imagine single decision wrong  
851,The dialogue is atrocious.  ,0,imdb,dialogue atrocious  
852,The acting is beyond abysmal.  ,0,imdb,acting abysmal  
853,Everything stinks.  ,0,imdb,stink  
854,"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",0,imdb,trouble writing directing impossible establish thing movie watchable like character story theme  
